Godina,Zagrebačka,Krapinsko-zagorska,Sisačko-moslavačka,Karlovačka,Varaždinska,Koprivničko-križevačka,Bjelovarsko-bilogorska,Primorsko-goranska,Ličko-senjska,Virovitičko-podravska,Požeško-slavonska,Brodsko-posavska,Zadarska,Osječko-baranjska,Šibensko-kninska,Vukovarsko-srijemska,Splitsko-dalmatinska,Istarska,Dubrovačko-neretvanska,Međimurska,Grad Zagreb,
2014,2930,1153,1403,1011,1459,1059,1040,2370,377,737,692,1412,1635,2685,916,1651,4312,1813,1285,1174,8452
2015,2712,1037,1270,1011,1455,1010,975,2344,386,693,636,1314,1568,2551,819,1438,4110,1701,1283,1209,8039
2016,2759,1051,1343,952,1502,1012,958,2293,370,686,617,1301,1571,2399,834,1436,4144,1669,1271,1216,8120
2017,2717,1068,1229,958,1400,977,930,2157,377,646,611,1276,1532,2378,766,1302,4087,1690,1208,1182,8076
2018,2754,1110,1215,947,1435,998,992,2126,361,690,600,1196,1535,2339,795,1279,4274,1670,1192,1187,8325
2019,2740,1035,1222,933,1439,976,998,2057,368,632,603,1199,1543,2217,805,1293,4112,1589,1179,1133,8062
